col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
46.39458545862587,49.82037772586332,61.27852579078259,42.41548389273,54.24400212749635,23.712756533270156,48.51375703232938,13.278070634870707,31.374075698772344,5.719546532028375,3.1071807413075336,38.061387281777456,10.573094330035726,29.239374334363376,36.753621538081575,21.074490473702724,57.18184617940012,26.178586499388604,15.640808292904406,17.17739804622278
45.36862967087965,51.12144842875112,59.25478234998394,42.30284141157769,54.343446986729326,23.991311406466227,49.76715707577849,13.98862868274353,32.75920198342373,5.734808826591678,4.8209829738253696,39.82829888120449,8.33253056190447,28.318917689606494,35.299935562287835,20.955326297775375,58.02011510162173,26.10856834401017,16.163776045432883,17.2820742123304
44.072615119697076,51.311309111341934,58.49014220946705,44.53241430679339,55.0996015213532,24.953187554355498,47.68689930370033,9.91586813942622,32.41251705447682,4.630021095349707,2.8086389461595753,40.42156040346401,9.487153909792116,30.723108053347104,36.263009955066195,19.886446773152457,56.825340757400376,28.08264449722778,14.974553341006722,19.411404030555648
45.13600015456751,50.5074217541363,60.025874029179484,43.20425369508753,55.58442679418017,24.2514913599916,47.7970362120512,11.543327076744399,31.995927837495234,5.7600318971057565,1.0842123031509687,38.98639087531021,8.27414242187081,29.207977771255166,35.11689939971849,20.277622155278138,56.585577300211924,27.641843623671424,15.292765397315563,19.589259295221748
44.54104477994086,52.091274572583,59.963214503670656,43.37849393703772,54.83539928465119,23.64614099073321,46.24424018090647,13.021161970878158,33.36546762520882,6.141932701307525,1.1213438069267376,39.53056645216334,10.324102334195205,29.836709906426844,35.302731803985495,20.981064368864136,56.64721863568626,27.165354461532846,14.480137060346792,17.060181235424547
43.28218099099832,50.788548808873365,60.41889139720414,41.71241977380491,53.85832222844084,23.692029435277366,46.47341363204862,11.419110427944275,31.506840245469785,6.105061308092479,2.8185961828412993,40.06664594259972,8.94438987977279,30.73448866113095,37.71919277647161,22.1044457204892,56.04655058849522,25.223334208265484,15.260415391810472,16.727947311229975
43.49004806066722,52.37696056204881,57.67711626725216,42.249735991491946,54.398288357487154,23.944317243134844,48.41075955962564,13.242502899321511,31.295361805175137,4.78819142630763,3.70520752004313,38.77530483623125,9.630101962078205,29.67958736389501,37.02991233395656,21.949322439985096,54.87941896120945,27.949615816258387,13.639303109020105,19.049897071604622
44.422585781416046,49.74526819467594,60.790891515390825,40.724771804828336,55.450419105149834,25.231470252474033,47.74152095334637,12.316087167179862,32.09623502387123,5.502248414303869,4.19436821445955,39.2749375721514,9.730075882959799,30.237059657441225,35.09103989641446,21.730183873514388,57.11204397112848,27.268222031374933,15.000836745056379,16.967758095916796
43.65775950691741,51.49869270751692,59.50953417148505,40.322437611460515,53.943792111692034,23.353873987081815,47.7512883005584,12.40263718805177,34.90310899069857,5.047650816285343,3.330744702846965,40.05581620360027,7.568098310372014,28.97817119579157,36.24748292786636,21.788806284063014,58.21725637963319,27.310126790909045,14.203891260852581,18.373579235878434
44.916702904185094,51.20787136379309,61.87662021891385,42.91952042803134,52.82043875956627,23.72952973413072,47.40912196857968,12.945188546097164,34.18149567870095,8.55365580242627,3.24057279227926,39.32418792820372,9.541435756198599,30.702919909351795,36.84661559549372,19.11555648589746,57.49296269667317,28.198601017544505,16.01988742942671,17.044337742155736
43.56303678829688,50.21363794494472,60.51585334677763,40.884044260608654,55.07799259943396,25.272851711512843,48.51283050207699,11.982443189991908,32.064629080069174,6.84710984573824,3.341604308998038,38.68689487714231,8.694825848035304,29.547821089339838,38.528352465503104,22.368965289126077,56.26210185042429,26.288255898613016,14.720330494531542,18.756569713409263
42.91632473098857,50.25549526593542,61.034944398619075,43.1693900830559,54.89044924269053,24.682614337954977,47.77571783357651,12.989194606821997,31.664932940001655,6.107251237238673,3.2621935714335293,39.515906837813446,8.37237424639313,29.679505331216827,37.96179411196008,21.88464497119884,57.02615946471115,24.796093195586554,15.557204583584673,17.71301299809814
42.517949685682964,51.22809785687585,58.72601844067845,40.73988164989232,52.83353448720392,25.748047903873754,46.771585835035665,11.15716219187371,32.871875991582954,5.334345437056192,5.297430191985859,39.225013535418,8.126019529522942,28.31561446529411,36.30235853377215,21.209894149978513,57.10742342876581,28.976786009122357,15.43596480117145,18.817437391610746
45.603493224627876,51.491351325303135,59.90900772412325,42.22771736280784,56.72246836341274,24.937048709606273,48.21353238544947,13.561181030915963,34.884106135014775,7.505274478374327,3.374934924870602,39.05352237577786,9.082142705686561,29.608409212006723,34.14342117076209,21.11370832861115,57.57484823538799,26.857451838319534,15.381623555413585,18.214808656884838
44.072280900678365,51.57858587367609,60.04562629969796,41.75450566680809,54.75344725512613,25.025234540170644,48.79457002395781,12.330550817901512,32.966923000657694,6.887548712168437,3.846705349316437,38.87323067283358,11.098418668037857,29.4781797667011,37.68947268486265,20.9367298244007,57.19864677127325,27.769249747594767,14.712413956420999,19.280221094029397
44.33697523146799,48.41623109965358,59.44828006575734,41.46320523513346,54.816631901878864,24.90262271579885,47.682583304224345,11.826264652584785,35.6393208247,7.249262195929282,4.282348733822755,37.607624453915925,8.747951190640956,30.795198670970137,36.906285886630975,22.09417461189811,55.72872476246971,25.917836652095225,13.548473819840524,16.82947827796742
44.98622816675326,51.68172571913416,60.689121071051794,42.30542412739464,53.785673211010206,22.118251476868142,47.279383517147096,12.47269405657496,32.67408193391153,5.850585948516226,2.2319282223729866,40.2321712629158,8.55669071874472,29.773885559914802,35.14725533698404,20.977708621875003,57.03485045140596,28.485382929945274,15.736233378748842,17.567910160170065
43.86427483707876,53.107144207987105,60.59781113547814,42.46738928558749,53.29065524799371,24.091664286767486,48.87239384007245,11.30513909198878,33.506355217203925,7.519436924159444,0.6652397854239007,38.225467311497276,9.069274911889034,30.848600575996606,36.52604096142547,21.13978173514379,56.712008581712965,26.14760681651769,14.312585809166475,16.842222959414944
44.52329909403703,53.301387110667406,59.4698838528273,41.39527857343773,54.09397438737889,24.00422961526596,48.70268867434196,11.635083392299654,33.639476667651365,6.163855340429265,3.5332310923009365,40.15948925720831,9.765580913583914,28.94991652359903,36.476237515570524,19.375511797930404,58.159669813231886,24.76921161165226,16.032767082194404,17.83414106339782
45.94644670205198,49.585347165398225,59.49815564381994,41.75269975301876,52.46804834580349,24.88574085247916,46.756446645451646,12.156191001397994,33.69286810587824,6.134848046938896,2.566900297103659,38.966881383527266,8.931874628985476,29.97662636915459,36.18142630951792,21.133991382620174,57.743823320452854,28.60978541021781,17.081876210246396,19.70578950231679
46.12727593259874,51.920514805627164,60.25736995710771,41.893773786993684,54.60032155626172,25.35392139094085,47.77352510359124,12.103309001755656,35.120321423721904,5.822462055139987,3.388047224537336,38.72792553535003,8.64648768881084,30.40852582720869,35.41667274318787,21.65595295666146,58.25755619358701,26.603570011508587,15.616492181058845,19.59505118730696
45.96105574946785,49.87560421592531,60.60301732306048,42.57417769695724,56.74161531195786,26.281495656786667,48.17918030008391,11.592984217336083,32.41109709309663,6.631078821099379,3.1269969917309943,40.472344165754976,9.446394208738175,31.848351249460574,35.98085204130909,20.100942587641363,56.0884947645824,28.04521442267818,15.49810259060936,17.963332993205256
44.119125486894106,50.60199670914763,58.69951805896353,42.47777150521389,54.31153394218561,23.81861093860286,48.23956998290374,10.617506101108411,32.94029848270883,6.746852270564181,2.235261778739938,38.9822375358149,9.09455846795254,28.557659657533826,36.01431041992003,20.41337516571445,57.49530563097752,27.419656499504963,15.154769277161957,17.654106597398115
45.458525346116495,50.5085140217156,60.170918415251165,40.33550227729465,53.94516281857538,24.074356140372874,48.17188765782107,11.911590745888375,32.76763201773747,6.0724601342373825,0.6782229257347399,39.35688904189021,9.547352165796662,29.60699125690197,34.92963703099529,20.68107880436605,56.26002492778628,26.519304053182736,16.507463608131843,17.73812704731954
45.37090225349959,50.85166394147348,60.99534846071085,40.395512710048294,52.717337906115944,24.79804319120509,48.97957399130193,12.9430775446333,34.137443209871854,5.775604210866109,4.329894180442687,38.26112274815213,8.796144557792678,27.901975880271273,35.99280924858705,20.111570513851607,57.597548029596865,28.637596059941764,15.13520909012272,17.276727335223203
46.74448248737997,50.998186841981635,59.68460396554644,42.80839843159713,52.56411891569306,23.34400486871052,48.22714733461319,11.751683395273497,31.51203664880424,6.548810606766001,1.8976481896955573,39.15067333354858,8.858160797844382,29.73327110211524,35.06517642165241,23.038386281663,55.30109633154045,28.46589216507996,12.87483175311402,17.344989291387257
45.55862638084253,49.61581888621566,60.635142401672006,41.99729737675789,54.979604540105235,24.075482272216224,48.556322846672906,11.925138608857724,32.07812385954636,5.8326765063018415,4.5714660311827595,36.13163306665528,8.324881191216445,30.589223469696176,35.83952725280138,19.810035232688428,57.86981996150178,27.475754736230368,14.171936502151222,18.087929947604643
43.4436169938357,51.396733777168265,61.234334314803576,41.08918086116659,53.53669910745857,23.072545008681743,48.49615160487245,11.496471104325845,32.773404451195894,4.836870397198927,2.0167148033473863,38.23206841073772,7.6348061479928875,29.112154965933108,35.40771385676033,21.341779422424747,55.62735170328872,27.53455834689055,14.295837110934128,18.357155590615363
45.61289014521434,49.92985627475276,60.29328925030622,41.98983230335545,52.52576545263031,24.57426027775529,49.49493108786994,13.322409676964476,34.54008726964482,7.147834288368564,2.64061655049727,38.860493095063376,8.367136783177179,30.046890483141155,36.344258969697236,22.13316131486011,57.7343449507732,27.69146312700692,15.347061622249663,19.612964605110683
43.8966086118825,50.13990265364003,59.710297995023794,41.161219179926015,52.11522228504712,23.500184069153406,49.36967094966884,11.471153556263351,31.81231441372832,5.3926932463596104,3.7527430086064975,37.197037451878565,8.969924634756834,29.547414315184664,35.66032565362574,21.040003315726956,54.47198632023592,26.783297356973165,16.847572995597126,17.3167384711527
45.09792944889937,48.50919663553255,60.66734668183807,43.09462815694154,55.73140119259969,24.507456491975756,48.54784291968546,11.008162843323404,34.97294842963372,8.502064467572863,3.33431054634167,39.062819504661654,9.237403422733102,31.36213116859703,33.61141876305895,21.02925060937317,55.48848762171224,27.282094355557195,14.235895775161646,16.041182255873622
43.45070334472135,50.54446862961062,60.89949712446587,41.60202173505398,54.265176176755716,24.131334588578618,48.69906952624445,13.665021196189745,31.996006620700197,6.1524762734029474,4.021382811221434,37.979375419670596,9.126421431824147,28.001808294302485,34.79684554552039,20.728566457109274,55.69211928505383,26.480492391972206,14.282678082896762,17.69318370812976
43.955421566496526,49.88326193353342,61.29666257744106,42.003493677182036,54.26280979020294,23.20615783968039,46.77169476818231,11.75367843133937,33.61015231638616,4.893920916858038,1.9960878299229403,38.01167536846777,9.611464646207153,30.941926266086504,36.85724813543329,21.753912205010195,55.715135319552346,26.128506942577165,14.474614723897632,17.61630309644582
44.542328450101316,50.64324242395879,61.01971009155876,40.945774844689986,54.14447369884955,24.38154466797238,48.71235029421741,12.868884198631731,32.57007848405676,4.290812931331213,4.007150437665157,38.83688000988273,8.484403656177788,31.612288787978976,37.463035140045264,21.045397706886575,56.11398612705005,26.772089375342958,14.438309745672468,18.129700027964997
45.920375019864984,51.73306626239396,60.150507331815824,41.58506941467753,54.35614465224838,25.49546083489547,47.92654957428594,10.377492189172472,31.512483665865098,5.190776231131231,2.176536476525651,40.24665005708714,7.7557570063576575,31.3273070857932,35.07834025689013,22.836904097464267,56.80148285358431,26.27746635648576,15.088511659532347,17.814255772663483
44.224060816647295,50.766029652240405,58.68142488967269,42.94796315472008,53.20141192747759,24.570635355002196,47.56705464328304,11.59375338512644,33.084163001785036,5.923425017586544,2.218890560805983,38.70806963341015,8.544541651449801,29.70369447218819,36.24276555960932,19.460277527820164,58.610735806294805,28.241521157818088,14.679450686670535,17.77683616831189
46.26065499623486,52.229145845417264,59.49432657074768,41.361087425905026,52.26258640146709,24.254267914722337,49.25773431781828,12.445566285998648,32.84285897517358,6.03504194878708,2.079212068588457,40.267300855270484,9.153621664171604,29.134292024622347,36.055131609464425,20.43931981506975,55.618762863079844,25.80142823277669,14.078784174959496,18.335238179886037
44.32251635162185,50.856439457755016,60.085749252005854,42.49511385247281,54.59643650155922,24.359511046202357,48.419408801683055,13.339721315261054,34.61331554847342,7.605254374688922,1.4069315832827518,38.73574162595026,10.268011507848064,30.574223831487732,35.20133359490648,21.745341126253834,55.43116285551737,27.814991964976397,15.236895756140258,17.373808678390013
44.65053638391505,51.232331824679214,60.649654514465176,42.647844359492666,56.252091968409,24.225163762290588,47.31746933893316,12.70473587905012,32.875101442251854,7.6873294164006785,2.551500795936952,39.01490071454508,8.28216640132629,29.96541082815224,34.50918453693404,19.70043078167719,57.78718062228148,28.4441468187792,17.557565059304718,18.710088900863312
45.639620959313916,52.47204209099087,59.42125718873026,40.54961309190898,53.377506484915244,22.565059145933663,48.58189042135181,12.161110424270527,33.62587387271541,5.808679482781291,3.075551375001061,38.431228938221544,9.686731024628473,30.627041481600394,36.67115884287362,19.61774746815068,56.78919030256188,26.10914760571121,14.918127981288563,16.255400733791184
45.71682231482976,50.53158148409055,61.17920229035002,44.044149207548486,54.80813655445767,24.59645733704033,47.899797383159914,13.690879777437882,33.41718230774927,6.399605368170716,3.2075216039138685,40.032587434413166,7.52457593580096,30.005927020973974,37.21071796012784,22.44489505735223,57.396950848162,27.232349626541406,15.461915416264013,17.756116101233346
43.24686122891101,50.87920209873082,59.362174758431706,42.37895269421534,53.13424342236512,25.091747404403545,48.8429735019653,12.380484123223832,32.3201640906631,5.518489403878574,4.019040745191345,39.63948958734933,10.51749466274697,29.567528674936135,34.493873068263454,21.021867836553565,57.83739710763069,27.260848216452708,13.69293844332498,16.68415597059873
44.32962850787596,50.0291015650394,61.046257594604306,42.104924956795834,53.47947680729348,24.394002512455806,49.11529722660717,12.414886398910426,33.60605534685067,5.8381629903940775,2.725700533517351,39.842424795558614,9.17657814208587,32.58780411434924,35.81733987750391,19.583536553130845,57.88968003617683,28.316713607635805,14.317320610007357,18.38549390898105
45.99664557668807,49.07108053213245,60.510152134782174,42.25018117008626,54.64596847126714,23.001547298031756,49.62255366811652,11.582762122843441,31.690001592871532,6.809179785535431,2.1199787841412943,38.29351518788725,10.217051952151454,29.83335161671559,38.619904235988834,21.808282557528052,58.12591554738363,27.196379734712835,14.212988204613008,17.379262783937573
43.82689313469903,49.28138193131912,60.61380953684591,42.57820596033552,52.60131044903242,23.950725718416574,48.914413699213064,12.041518908848367,33.10870962341008,4.8651084403919125,1.2173662044972444,39.48368537966913,9.608257336977124,31.22850808714499,35.100073825211105,20.398286283419285,55.65646958708197,27.62047660913966,15.323825615979514,18.63310892658407
44.668708812444564,50.06209449520334,61.06221466944587,41.15478196654249,52.208980119972885,23.546401228327206,48.28086020325866,12.275111513651215,33.254256576219056,6.217058607743593,3.513657944586359,36.75191795552498,9.90109264027744,28.879132242444243,36.034229218272664,21.121475578100608,58.26278721941134,27.633672597404168,16.484597640895757,17.200521158492453
44.89501277946839,51.845325451763884,58.81544277401448,42.72012730429583,53.94323192011819,23.806901386101167,47.71675204499405,13.29140055645634,32.74664414358715,4.8150397571836,5.943759403412242,38.85769816407794,10.036522951265637,30.227715133009763,34.818602900343755,21.441115881762098,55.357396761821306,27.587830325902758,16.85833891631821,16.882765026010343
45.38287538115872,52.721465515476346,60.8222768248193,41.121821676787974,54.39129119855215,23.232909569773028,47.627660675952534,11.541952394476674,32.42725079322458,4.759212433053227,2.9082263989815855,38.699953516484044,8.083914276203613,30.948658104031622,36.356213451477856,21.908694744239543,56.91461459580014,26.64054857860937,14.666418649534767,17.365941612836576
44.62858869674002,49.53592651817044,58.88589222241204,42.18752044632311,54.34292828679296,23.16182841831716,48.62978344532593,11.370591491747971,33.481842755829135,5.50038329224032,3.354316085860328,38.480945451834614,11.288224713032456,30.324437385857674,36.7263381520042,22.077729659933915,56.933672117184955,26.81160527430784,13.836472118855239,16.497491459455155
45.58454016347537,52.327295013840065,59.59429988534453,42.62433278714274,54.30483983247653,23.967822682431926,49.1963792780395,10.549880781879828,32.32485598761151,5.616109766666541,3.8734832947725177,39.64595630072636,9.835959468098132,31.03524215883096,36.42911248380016,21.080596740363703,56.38529956747343,26.92375404764588,14.433525072341993,18.323631768825788
46.983776819127456,51.59049062471977,59.2123197935173,42.841554027267584,55.02320792134378,22.801860109392916,48.875431889416724,12.340255786019714,32.52962561110815,4.71107772143797,1.2475724994124615,38.96626235011159,8.73454302803642,30.97911686962602,36.60301203393688,19.522996140282032,54.88699325926314,27.796543909680743,14.410949439841374,17.586190311261227
43.595973600756174,51.322572724706845,59.617153362922984,42.6782275207823,54.54759716419392,22.70716885756632,47.59446570627904,10.851968237479666,33.31499436441591,5.201034162187299,2.361842777253283,38.03894142490391,6.909682342627067,29.748895004134372,36.84890017502442,19.99407854288857,56.54183619855726,26.9155424217184,16.47639160056724,18.396918512014903
44.91609970133396,50.140393043265796,60.141774286943075,42.43870579498136,52.72836118175321,26.305927063955775,48.916139637831556,11.399763158823216,32.307397542085134,5.230098004335581,2.23170970472711,38.133297002496015,7.4158817258855265,29.492290140542288,35.96339983896203,21.87300521766433,56.39850789064429,26.79847424122495,15.611241476131285,17.237435407049922
