col0,col1,col2,col3,col4,col5,col6
11.752065249493947,17.32316274668639,4.8649835763672495,12.465089828544361,21.88227083537856,3.242298824176509,9.46100508898106
11.750908481167153,18.70887628006529,4.827184474044481,15.504410407644688,21.243975137576523,3.8466021007296343,9.739374683019536
12.407240009929481,20.041519697602183,4.672327682754461,15.359012734188738,21.535713611070005,3.319916629126228,9.619790756486541
10.757378113634225,17.946315497161724,6.059947157293279,14.237429876250438,22.014416192336103,4.39163672284992,9.165905343224354
11.787728464206094,17.417203465119183,6.664678763130074,16.166565560801534,19.99686855405161,4.111197543238511,7.925425609535694
10.578798860352778,18.3273538321089,7.8097635483242716,16.064768261342795,19.585989462299796,1.703245874725032,8.281027830577376
12.561717672460134,17.936692002565884,5.564138279897551,15.707740629907276,20.683928841623796,2.767893774211207,8.800693090809428
12.376756493939823,17.63888826855181,6.203699081357502,14.139594664862974,20.170745289791665,3.937867064382311,10.278445208345344
13.4422991221004,18.211811006586764,7.005018807454395,15.638175017058668,22.731709603852053,1.7814501614370313,8.829052970250427
11.969880067785198,17.404161749769656,6.075072557948787,14.981195802355028,21.02259267403898,3.1807751573982332,7.504639489727716
11.052922793389172,17.6052018492619,5.359690311753173,16.62486810024863,20.612859374106858,3.77509740919027,10.562604839801955
10.525873150916643,18.341619134665127,5.749697686527699,15.149952218274967,20.313823016878157,4.772729135019724,9.40557584833766
11.239362421761268,19.888491982065332,5.86636018912874,15.17177301893306,22.002003799954892,2.6207118861784604,7.602360089147458
12.435487806238827,16.746518021492506,5.235724036721756,14.848773893390279,21.500503319497906,2.0354608663827523,8.758240831249308
14.581800441629152,17.880939827855595,4.337161882097858,13.912134918459945,22.006355013340478,3.1484622333353975,9.049678873976967
11.326828186798826,18.607373434227842,5.03856924821176,14.049670491674211,21.905783290747237,2.8959954420547653,10.363983173537804
12.46727388426725,19.039122065423115,5.655104843733007,14.12259986401191,21.321249747355985,3.4677072415964982,10.687114258004234
11.67815059980251,17.904247735718396,7.337816487592638,16.5711594053937,20.675675675638907,1.2430558719365137,8.680735986300572
10.896818876730833,16.83083061180427,5.390434067568096,14.552567695838649,21.53234076618293,1.3764767075098887,7.59956505451892
11.064797037741533,17.07333740398515,5.152635006400677,14.069742685575426,20.901098193887353,4.099078894574179,9.894352458149903
11.673376673041117,18.597514972809595,5.890282901575658,13.798098304439211,21.594246759805824,2.2015434026886584,9.135066335453562
11.019290472134996,18.89909362048772,5.601897757739256,14.832269006705506,21.199725695908004,2.2785889911956527,8.592853887323676
11.932551321433934,18.24922553882526,5.658660164166079,15.181953332335286,21.516452119073925,3.305730336533956,9.807787425024475
12.929291271607136,16.299821527192844,5.79801005456254,13.285028175401134,21.42970473807493,2.2692569212072096,6.486871108446577
12.325862483358854,18.256771628547575,7.6933747923975915,14.747948377776037,21.226926570572658,2.160783397195918,9.370725789990775
13.396883230329024,18.8329619473231,4.277695289402276,14.215837262247183,19.87302369623529,2.802500658016874,9.299149669027475
